CONVOCATORIA,SEMESTRE DE CONVOCATORIA,BENEFICIO OTORGADO,DEPARTAMENTO DE NACIMIENTO,MUNICIPIO DE NACIMIENTO,FECHA DE NACIMIENTO,GÉNERO,SUBREGIÓN DE RESIDENCIA,MUNICIPIO DE RESIDENCIA,ESTRATO,GRUPO ETNICO,VICTIMA DEL CONFLICTO ARMADO,UNIVERSIDAD,PROGRAMA CURSADO,MUNICIPIO OFERTA,TIPO DE FORMACIÓN,GRADUADO
2016,1,MATRICULA Y SOSTENIMIENTO,CALDAS,MANIZALES,02/22/1998 12:00:00 AM,FEMENINO,ORIENTE,GUARNE,ESTRATO 2,NINGUNO,NO,UNIVERSIDAD CATOLICA DE ORIENTE,LIC. EN LENGUAS EXTRANJERAS,RIONEGRO,UNIVERSITARIA,SI
2016,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,LA UNION,09/16/1993 12:00:00 AM,FEMENINO,ORIENTE,LA UNION,ESTRATO 2,NINGUNO,SI,UNIVERSIDAD DE ANTIOQUIA,LIC. EN LENGUAS EXTRANJERAS,EL CARMEN DE VIBORAL,UNIVERSITARIA,NO
2016,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,RIONEGRO,06/22/1994 12:00:00 AM,MASCULINO,ORIENTE,RIONEGRO,ESTRATO 3,NINGUNO,NO,UNIVERSIDAD CATOLICA DE ORIENTE,INGENIERIA DE SISTEMAS,RIONEGRO,UNIVERSITARIA,SI
2016,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,ENVIGADO,07/08/1996 12:00:00 AM,MASCULINO,ORIENTE,LA CEJA,ESTRATO 3,NINGUNO,NO,UNIVERSIDAD CATOLICA DE ORIENTE,INGENIERIA INDUSTRIAL,RIONEGRO,UNIVERSITARIA,NO
2016,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,BELLO,04/08/1999 12:00:00 AM,FEMENINO,ORIENTE,MARINILLA,ESTRATO 3,AFROCOLOMBIANO,NO,UNIVERSIDAD CATOLICA DE ORIENTE,LIC. EN LENGUAS EXTRANJERAS,RIONEGRO,UNIVERSITARIA,SI
2016,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,LA CEJA,04/15/1998 12:00:00 AM,MASCULINO,ORIENTE,LA CEJA,ESTRATO 2,NINGUNO,NO,UNIVERSIDAD CATOLICA DE ORIENTE,INGENIERIA DE SISTEMAS,RIONEGRO,UNIVERSITARIA,SI
2016,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,ITAGUI,11/03/1998 12:00:00 AM,MASCULINO,ORIENTE,RIONEGRO,ESTRATO 3,NINGUNO,NO,UNIVERSIDAD CATOLICA DE ORIENTE,INGENIERIA INDUSTRIAL,RIONEGRO,UNIVERSITARIA,SI
2016,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,BELLO,09/26/1998 12:00:00 AM,MASCULINO,ORIENTE,EL CARMEN DE VIBORAL,ESTRATO 2,NINGUNO,NO,UNIVERSIDAD CATOLICA DE ORIENTE,INGENIERIA DE SISTEMAS,RIONEGRO,UNIVERSITARIA,NO
2016,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,MEDELLIN,11/11/1996 12:00:00 AM,FEMENINO,ORIENTE,RIONEGRO,ESTRATO 3,NINGUNO,NO,UNIVERSIDAD CATOLICA DE ORIENTE,LIC. EN LENGUAS EXTRANJERAS,RIONEGRO,UNIVERSITARIA,SI
2016,1,SOSTENIMIENTO,ANTIOQUIA,LA UNION,02/13/1999 12:00:00 AM,FEMENINO,ORIENTE,LA UNION,ESTRATO 2,NINGUNO,NO,UNIVERSIDAD CATOLICA DE ORIENTE,INGENIERIA AMBIENTAL,RIONEGRO,UNIVERSITARIA,NO
2016,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,RIONEGRO,12/26/1989 12:00:00 AM,FEMENINO,ORIENTE,RIONEGRO,ESTRATO 3,NINGUNO,NO,UNIVERSIDAD CATOLICA DE ORIENTE,ENFERMERIA,RIONEGRO,UNIVERSITARIA,SI
2016,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,EL SANTUARIO,01/09/1998 12:00:00 AM,MASCULINO,ORIENTE,SAN CARLOS,ESTRATO 2,NINGUNO,SI,UNIVERSIDAD CATOLICA DE ORIENTE,INGENIERIA AMBIENTAL,RIONEGRO,UNIVERSITARIA,NO
2016,1,MATRICULA,ANTIOQUIA,MARINILLA,09/22/1993 12:00:00 AM,MASCULINO,ORIENTE,MARINILLA,ESTRATO 3,NINGUNO,NO,UNIVERSIDAD CATOLICA DE ORIENTE,INGENIERIA ELECTRONICA,RIONEGRO,UNIVERSITARIA,NO
2016,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,ANGOSTURA,05/01/1994 12:00:00 AM,FEMENINO,ORIENTE,MARINILLA,ESTRATO 3,NINGUNO,NO,UNIVERSIDAD CATOLICA DE ORIENTE,LIC. EN LENGUAS EXTRANJERAS,RIONEGRO,UNIVERSITARIA,NO
2016,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,EL CARMEN DE VIBORAL,11/14/1998 12:00:00 AM,MASCULINO,ORIENTE,EL CARMEN DE VIBORAL,ESTRATO 3,NINGUNO,NO,POLITECNICO COLOMBIANO JAIME ISAZA CADAVID,TECNOLOGIA EN CONSTRUCCIONES CIVILES,RIONEGRO,TECNOLOGICA,SI
2016,1,MATRICULA,ANTIOQUIA,LA CEJA,06/11/1998 12:00:00 AM,MASCULINO,ORIENTE,LA CEJA,ESTRATO 2,NINGUNO,NO,UNIVERSIDAD CATOLICA DE ORIENTE,INGENIERIA DE SISTEMAS,RIONEGRO,UNIVERSITARIA,SI
2016,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,RIONEGRO,11/08/1997 12:00:00 AM,MASCULINO,ORIENTE,RIONEGRO,ESTRATO 3,AFROCOLOMBIANO,NO,UNIVERSIDAD DE ANTIOQUIA,DESARROLLO TERRITORIAL,EL CARMEN DE VIBORAL,UNIVERSITARIA,NO
2016,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,LA UNION,07/10/1997 12:00:00 AM,MASCULINO,ORIENTE,LA UNION,ESTRATO 2,NINGUNO,SI,UNIVERSIDAD CATOLICA DE ORIENTE,INGENIERIA ELECTRONICA,RIONEGRO,UNIVERSITARIA,NO
2016,1,MATRICULA,ANTIOQUIA,MEDELLIN,12/28/1998 12:00:00 AM,MASCULINO,ORIENTE,MARINILLA,ESTRATO 3,NINGUNO,NO,UNIVERSIDAD CATOLICA DE ORIENTE,INGENIERIA AMBIENTAL,RIONEGRO,UNIVERSITARIA,SI
2016,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,MEDELLIN,09/01/1998 12:00:00 AM,FEMENINO,ORIENTE,RIONEGRO,ESTRATO 2,NINGUNO,SI,UNIVERSIDAD CATOLICA DE ORIENTE,INGENIERIA ELECTRONICA,RIONEGRO,UNIVERSITARIA,NO
2016,1,MATRICULA,ANTIOQUIA,GUARNE,07/16/1998 12:00:00 AM,MASCULINO,ORIENTE,EL PEÑOL,ESTRATO 2,NINGUNO,NO,UNIVERSIDAD CATOLICA DE ORIENTE,INGENIERIA DE SISTEMAS,RIONEGRO,UNIVERSITARIA,NO
2016,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,SONSON,01/01/1998 12:00:00 AM,FEMENINO,ORIENTE,SONSON,ESTRATO 2,NINGUNO,NO,UNIVERSIDAD CATOLICA DE ORIENTE,ENFERMERIA,RIONEGRO,UNIVERSITARIA,SI
2016,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,SONSON,06/13/1999 12:00:00 AM,MASCULINO,ORIENTE,SONSON,ESTRATO 1,NINGUNO,SI,UNIVERSIDAD CATOLICA DE ORIENTE,ENFERMERIA,RIONEGRO,UNIVERSITARIA,SI
2016,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,LA CEJA,06/01/1998 12:00:00 AM,FEMENINO,ORIENTE,LA CEJA,ESTRATO 3,NINGUNO,NO,UNIVERSIDAD CATOLICA DE ORIENTE,INGENIERIA INDUSTRIAL,RIONEGRO,UNIVERSITARIA,SI
2016,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,SONSON,12/20/1990 12:00:00 AM,FEMENINO,ORIENTE,SONSON,ESTRATO 1,NINGUNO,NO,UNIVERSIDAD CATOLICA DE ORIENTE,ENFERMERIA,RIONEGRO,UNIVERSITARIA,NO
2016,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,NARIÑO,07/18/1998 12:00:00 AM,FEMENINO,ORIENTE,NARIÑO,ESTRATO 2,NINGUNO,SI,UNIVERSIDAD CATOLICA DE ORIENTE,ENFERMERIA,RIONEGRO,UNIVERSITARIA,SI
2016,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,EL CARMEN DE VIBORAL,09/05/1998 12:00:00 AM,MASCULINO,ORIENTE,EL CARMEN DE VIBORAL,ESTRATO 2,NINGUNO,NO,UNIVERSIDAD CATOLICA DE ORIENTE,INGENIERIA ELECTRONICA,RIONEGRO,UNIVERSITARIA,NO
2016,1,MATRICULA,ANTIOQUIA,ITAGUI,12/15/1998 12:00:00 AM,MASCULINO,ORIENTE,MARINILLA,ESTRATO 3,NINGUNO,NO,UNIVERSIDAD CATOLICA DE ORIENTE,INGENIERIA INDUSTRIAL,RIONEGRO,UNIVERSITARIA,SI
2016,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,SAN FRANCISCO,06/13/1999 12:00:00 AM,MASCULINO,ORIENTE,SAN FRANCISCO,ESTRATO 2,NINGUNO,NO,UNIVERSIDAD CATOLICA DE ORIENTE,INGENIERIA INDUSTRIAL,RIONEGRO,UNIVERSITARIA,NO
2016,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,MEDELLIN,10/20/1998 12:00:00 AM,FEMENINO,ORIENTE,EL SANTUARIO,ESTRATO 2,NINGUNO,NO,UNIVERSIDAD CATOLICA DE ORIENTE,ENFERMERIA,RIONEGRO,UNIVERSITARIA,SI
2016,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,SAN CARLOS,12/01/1998 12:00:00 AM,FEMENINO,ORIENTE,SAN CARLOS,ESTRATO 2,NINGUNO,SI,UNIVERSIDAD CATOLICA DE ORIENTE,INGENIERIA AMBIENTAL,RIONEGRO,UNIVERSITARIA,NO
2016,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,SAN FRANCISCO,07/26/1998 12:00:00 AM,MASCULINO,ORIENTE,SAN FRANCISCO,ESTRATO 1,NINGUNO,SI,UNIVERSIDAD CATOLICA DE ORIENTE,INGENIERIA INDUSTRIAL,RIONEGRO,UNIVERSITARIA,NO
2016,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,EL CARMEN DE VIBORAL,07/06/1998 12:00:00 AM,MASCULINO,ORIENTE,EL CARMEN DE VIBORAL,ESTRATO 3,NINGUNO,NO,UNIVERSIDAD CATOLICA DE ORIENTE,INGENIERIA AMBIENTAL,RIONEGRO,UNIVERSITARIA,SI
2016,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,ITUANGO,04/25/1998 12:00:00 AM,MASCULINO,NORTE,ITUANGO,ESTRATO 2,NINGUNO,SI,UNIVERSIDAD CATOLICA DE ORIENTE,LIC. EN LENGUAS EXTRANJERAS,RIONEGRO,UNIVERSITARIA,NO
2016,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,SAN CARLOS,01/05/1996 12:00:00 AM,MASCULINO,ORIENTE,SAN CARLOS,ESTRATO 2,NINGUNO,SI,POLITECNICO COLOMBIANO JAIME ISAZA CADAVID,TECNOLOGIA EN CONSTRUCCIONES CIVILES,RIONEGRO,TECNOLOGICA,NO
2016,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,ABEJORRAL,11/26/1997 12:00:00 AM,MASCULINO,ORIENTE,ABEJORRAL,ESTRATO 1,NINGUNO,NO,UNIVERSIDAD CATOLICA DE ORIENTE,INGENIERIA DE SISTEMAS,RIONEGRO,UNIVERSITARIA,NO
2016,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,MEDELLIN,12/12/1997 12:00:00 AM,FEMENINO,ORIENTE,MARINILLA,ESTRATO 3,NINGUNO,NO,UNIVERSIDAD CATOLICA DE ORIENTE,LIC. EN LENGUAS EXTRANJERAS,RIONEGRO,UNIVERSITARIA,SI
2016,1,SOSTENIMIENTO,ANTIOQUIA,GUATAPE,02/27/1997 12:00:00 AM,MASCULINO,ORIENTE,GUATAPE,ESTRATO 2,NINGUNO,SI,SENA,TECNOLOGIA EN ELECTRICIDAD INDUSTRIAL,RIONEGRO,TECNOLOGICA,NO
2016,1,MATRICULA,ANTIOQUIA,EL BAGRE,01/05/1990 12:00:00 AM,MASCULINO,BAJO CAUCA,CAUCASIA,ESTRATO 1,NINGUNO,NO,INSTITUCION EDUCATIVA ESCUELA NORMAL SUPERIOR DEL BAJO CAUCA,CICLO COMPLEMENTARIO,CAUCASIA,NORMALISTA,SI
2016,1,MATRICULA,ANTIOQUIA,CAUCASIA,08/18/1998 12:00:00 AM,FEMENINO,BAJO CAUCA,CAUCASIA,ESTRATO 1,NINGUNO,NO,INSTITUCION EDUCATIVA ESCUELA NORMAL SUPERIOR DEL BAJO CAUCA,CICLO COMPLEMENTARIO,CAUCASIA,NORMALISTA,SI
2016,1,MATRICULA,BOLIVAR,MAGANGUE,08/04/1997 12:00:00 AM,FEMENINO,BAJO CAUCA,CAUCASIA,ESTRATO 2,NINGUNO,NO,INSTITUCION EDUCATIVA ESCUELA NORMAL SUPERIOR DEL BAJO CAUCA,CICLO COMPLEMENTARIO,CAUCASIA,NORMALISTA,SI
2016,1,MATRICULA,ANTIOQUIA,TURBO,10/30/1998 12:00:00 AM,FEMENINO,BAJO CAUCA,CAUCASIA,ESTRATO 1,NINGUNO,NO,INSTITUCION EDUCATIVA ESCUELA NORMAL SUPERIOR DEL BAJO CAUCA,CICLO COMPLEMENTARIO,CAUCASIA,NORMALISTA,SI
2016,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,ZARAGOZA,10/17/1996 12:00:00 AM,FEMENINO,BAJO CAUCA,ZARAGOZA,ESTRATO 1,AFROCOLOMBIANO,NO,FUNDACION UNIVERSITARIA CATOLICA DEL NORTE,LIC. EN LENGUA CASTELLANA,SANTA ROSA DE OSOS,UNIVERSITARIA,NO
2016,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,CALDAS,11/29/1996 12:00:00 AM,FEMENINO,VALLE DE ABURRA,CALDAS,ESTRATO 1,NINGUNO,NO,UNIVERSIDAD DE ANTIOQUIA,ENFERMERIA,MEDELLIN,UNIVERSITARIA,SI
2016,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,PEQUE,01/02/1997 12:00:00 AM,FEMENINO,OCCIDENTE,PEQUE,ESTRATO 1,NINGUNO,SI,FUNDACION UNIVERSITARIA CATOLICA DEL NORTE,LIC. EN LENGUA CASTELLANA,SANTA ROSA DE OSOS,UNIVERSITARIA,SI
2014,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,TURBO,11/11/1987 12:00:00 AM,FEMENINO,URABA,TURBO,ESTRATO 1,NINGUNO,SI,TECNOLOGICO DE ANTIOQUIA,LIC. EN EDUCACION PREESCOLAR,TURBO,UNIVERSITARIA,SI
2014,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,FRONTINO,08/31/1996 12:00:00 AM,MASCULINO,OCCIDENTE,SANTAFE DE ANTIOQUIA,ESTRATO 2,NINGUNO,NO,UNIVERSIDAD DE ANTIOQUIA,ADMINISTRACION DE EMPRESAS,SANTAFE DE ANTIOQUIA,UNIVERSITARIA,SI
2014,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,RIONEGRO,05/18/1990 12:00:00 AM,MASCULINO,ORIENTE,MARINILLA,ESTRATO 2,NINGUNO,NO,UNIVERSIDAD CATOLICA DE ORIENTE,INGENIERIA DE SISTEMAS,RIONEGRO,UNIVERSITARIA,NO
2014,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,APARTADO,09/20/1995 12:00:00 AM,MASCULINO,URABA,APARTADO,ESTRATO 3,NINGUNO,NO,UNIVERSIDAD DE ANTIOQUIA,PSICOLOGIA,TURBO,UNIVERSITARIA,SI
2014,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,APARTADO,08/22/1994 12:00:00 AM,MASCULINO,URABA,APARTADO,ESTRATO 1,NINGUNO,SI,POLITECNICO COLOMBIANO JAIME ISAZA CADAVID,TECNOLOGIA EN GESTION PÚBLICA,APARTADO,TECNOLOGICA,SI
2014,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,ENTRERRIOS,06/02/1989 12:00:00 AM,FEMENINO,NORTE,ENTRERRIOS,ESTRATO 3,NINGUNO,NO,TECNOLOGICO DE ANTIOQUIA,LIC. EN EDUCACION PREESCOLAR,SANTA ROSA DE OSOS,UNIVERSITARIA,SI
2014,1,MATRICULA,ANTIOQUIA,SOPETRAN,12/05/1977 12:00:00 AM,FEMENINO,OCCIDENTE,SOPETRAN,ESTRATO 2,NINGUNO,NO,INSTITUCION EDUCATIVA ESCUELA NORMAL SUPERIOR SANTA TERESITA,CICLO COMPLEMENTARIO,SOPETRAN,NORMALISTA,SI
2014,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,CHIGORODO,05/08/1994 12:00:00 AM,MASCULINO,URABA,CHIGORODO,ESTRATO 1,NINGUNO,SI,POLITECNICO COLOMBIANO JAIME ISAZA CADAVID,TECNOLOGIA EN GESTION PÚBLICA,APARTADO,TECNOLOGICA,NO
2014,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,CHIGORODO,01/30/1994 12:00:00 AM,MASCULINO,URABA,CHIGORODO,ESTRATO 2,NINGUNO,NO,POLITECNICO COLOMBIANO JAIME ISAZA CADAVID,TECNOLOGIA EN SISTEMAS DE INFORMACION,APARTADO,TECNOLOGICA,SI
2014,1,MATRICULA,ANTIOQUIA,CHIGORODO,11/10/1993 12:00:00 AM,MASCULINO,URABA,CHIGORODO,ESTRATO 1,NINGUNO,SI,POLITECNICO COLOMBIANO JAIME ISAZA CADAVID,TECNOLOGIA EN SISTEMAS DE INFORMACION,APARTADO,TECNOLOGICA,NO
2014,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,APARTADO,08/06/1994 12:00:00 AM,FEMENINO,URABA,APARTADO,ESTRATO 1,NINGUNO,SI,POLITECNICO COLOMBIANO JAIME ISAZA CADAVID,TECNOLOGIA EN GESTION PÚBLICA,APARTADO,TECNOLOGICA,NO
2014,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,TURBO,04/13/1990 12:00:00 AM,FEMENINO,URABA,TURBO,ESTRATO 1,NINGUNO,NO,TECNOLOGICO DE ANTIOQUIA,LIC. EN EDUCACION PREESCOLAR,TURBO,UNIVERSITARIA,SI
2013,2,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,MEDELLIN,11/08/1987 12:00:00 AM,FEMENINO,VALLE DE ABURRA,BELLO,ESTRATO 2,NINGUNO,NO,TECNOLOGICO DE ANTIOQUIA,LIC. EN EDUCACION PREESCOLAR,MEDELLIN,UNIVERSITARIA,SI
2014,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,GUADALUPE,04/23/1985 12:00:00 AM,FEMENINO,ORIENTE,GUARNE,ESTRATO 2,NINGUNO,SI,FUNDACION UNIVERSITARIA CATOLICA DEL NORTE,TECNOLOGIA EN GESTION DE CALIDAD EN ALIANZA CON EL ICONTEC,SANTA ROSA DE OSOS,TECNOLOGICA,SI
2014,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,EL CARMEN DE VIBORAL,09/16/1996 12:00:00 AM,MASCULINO,ORIENTE,RETIRO,ESTRATO 2,NINGUNO,NO,UNIVERSIDAD DE ANTIOQUIA,TECNOLOGIA EN SANEAMIENTO AMBIENTAL,EL CARMEN DE VIBORAL,TECNOLOGICA,SI
2014,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,SONSON,10/07/1996 12:00:00 AM,FEMENINO,ORIENTE,RIONEGRO,ESTRATO 3,NINGUNO,NO,POLITECNICO COLOMBIANO JAIME ISAZA CADAVID,TECNOLOGIA EN CONSTRUCCIONES CIVILES,RIONEGRO,TECNOLOGICA,SI
2014,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,YOLOMBO,09/24/1995 12:00:00 AM,FEMENINO,NORDESTE,YOLOMBO,ESTRATO 2,NINGUNO,SI,TECNOLOGICO DE ANTIOQUIA,INGENIERIA AMBIENTAL,LA PINTADA,UNIVERSITARIA,SI
2014,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,APARTADO,03/03/1997 12:00:00 AM,MASCULINO,URABA,APARTADO,ESTRATO 2,NINGUNO,NO,UNIVERSIDAD DE ANTIOQUIA,ENTRENAMIENTO DEPORTIVO,TURBO,UNIVERSITARIA,SI
2013,2,MATRICULA,ANTIOQUIA,MEDELLIN,01/09/1995 12:00:00 AM,FEMENINO,VALLE DE ABURRA,COPACABANA,ESTRATO 2,NINGUNO,SI,ESCUELA NORMAL SUPERIOR MARIA AUXILIADORA,CICLO COMPLEMENTARIO,COPACABANA,NORMALISTA,SI
2014,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,SONSON,07/26/1996 12:00:00 AM,FEMENINO,ORIENTE,RIONEGRO,ESTRATO 3,NINGUNO,NO,UNIVERSIDAD DE ANTIOQUIA,CONTADURIA PUBLICA,EL CARMEN DE VIBORAL,UNIVERSITARIA,SI
2014,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,SAN CARLOS,04/10/1987 12:00:00 AM,MASCULINO,ORIENTE,SAN CARLOS,ESTRATO 1,NINGUNO,SI,INSTITUCION UNIVERSITARIA PASCUAL BRAVO,TECNOLOGIA EN MECANICA INDUSTRIAL,SAN RAFAEL,TECNOLOGICA,SI
2014,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,SAN CARLOS,05/12/1992 12:00:00 AM,MASCULINO,ORIENTE,SAN CARLOS,ESTRATO 1,NINGUNO,NO,INSTITUCION UNIVERSITARIA PASCUAL BRAVO,TECNOLOGIA EN MECANICA INDUSTRIAL,SAN RAFAEL,TECNOLOGICA,SI
2014,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,LA UNION,12/07/1993 12:00:00 AM,MASCULINO,ORIENTE,LA UNION,ESTRATO 2,NINGUNO,NO,UNIVERSIDAD DE ANTIOQUIA,ARTES PLASTICAS,EL CARMEN DE VIBORAL,UNIVERSITARIA,SI
2014,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,RIONEGRO,10/18/1993 12:00:00 AM,MASCULINO,ORIENTE,RIONEGRO,ESTRATO 3,NINGUNO,NO,POLITECNICO COLOMBIANO JAIME ISAZA CADAVID,TECNOLOGIA EN GESTION INDUSTRIAL,RIONEGRO,TECNOLOGICA,NO
2013,2,SOSTENIMIENTO,ANTIOQUIA,MEDELLIN,04/28/1993 12:00:00 AM,FEMENINO,SUROESTE,JARDIN,ESTRATO 2,NINGUNO,NO,UNIVERSIDAD DE ANTIOQUIA,TECNOLOGIA DE ALIMENTOS,ANDES,TECNOLOGICA,SI
2014,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,LA UNION,12/10/1996 12:00:00 AM,FEMENINO,ORIENTE,LA UNION,ESTRATO 2,NINGUNO,NO,UNIVERSIDAD DE ANTIOQUIA,"LIC. EN EDUCACION BASICA CON ENFASIS EN HUMANIDADES, LENGUA CASTELLANA",EL CARMEN DE VIBORAL,UNIVERSITARIA,SI
2014,1,SOSTENIMIENTO,ANTIOQUIA,PUERTO BERRIO,07/31/1990 12:00:00 AM,MASCULINO,MAGDALENA MEDIO,PUERTO BERRIO,ESTRATO 2,NINGUNO,NO,SENA,TECNOLOGIA EN CONTROL AMBIENTAL,PUERTO BERRIO,TECNOLOGICA,SI
2014,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,SONSON,05/14/1987 12:00:00 AM,MASCULINO,ORIENTE,SONSON,ESTRATO 1,NINGUNO,SI,COREDI,TECNOLOGIA EN PRODUCCION AGROECOLOGICA,MARINILLA,TECNOLOGICA,SI
2014,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,URRAO,09/06/1994 12:00:00 AM,MASCULINO,SUROESTE,URRAO,ESTRATO 2,NINGUNO,NO,TECNOLOGICO DE ANTIOQUIA,INGENIERIA AMBIENTAL,URRAO,UNIVERSITARIA,SI
2014,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,URRAO,11/19/1994 12:00:00 AM,MASCULINO,SUROESTE,URRAO,ESTRATO 1,NINGUNO,SI,TECNOLOGICO DE ANTIOQUIA,TECNOLOGIA AGROAMBIENTAL,URRAO,TECNOLOGICA,SI
2014,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,URRAO,12/17/1992 12:00:00 AM,FEMENINO,SUROESTE,URRAO,ESTRATO 2,NINGUNO,SI,TECNOLOGICO DE ANTIOQUIA,INGENIERIA AMBIENTAL,MEDELLIN,UNIVERSITARIA,SI
2014,1,MATRICULA,ANTIOQUIA,CAUCASIA,06/30/1995 12:00:00 AM,FEMENINO,BAJO CAUCA,CAUCASIA,ESTRATO 2,NINGUNO,NO,INSTITUCION EDUCATIVA ESCUELA NORMAL SUPERIOR DEL BAJO CAUCA,CICLO COMPLEMENTARIO,CAUCASIA,NORMALISTA,SI
2013,2,MATRICULA,ANTIOQUIA,MEDELLIN,05/31/1996 12:00:00 AM,FEMENINO,VALLE DE ABURRA,BELLO,ESTRATO 2,NINGUNO,NO,ESCUELA NORMAL SUPERIOR MARIA AUXILIADORA,CICLO COMPLEMENTARIO,COPACABANA,NORMALISTA,SI
2014,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,URRAO,12/21/1989 12:00:00 AM,FEMENINO,SUROESTE,URRAO,ESTRATO 2,NINGUNO,SI,TECNOLOGICO DE ANTIOQUIA,TECNOLOGIA AGROAMBIENTAL,URRAO,TECNOLOGICA,NO
2014,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,URRAO,11/01/1994 12:00:00 AM,FEMENINO,SUROESTE,URRAO,ESTRATO 2,NINGUNO,SI,TECNOLOGICO DE ANTIOQUIA,TECNOLOGIA AGROAMBIENTAL,URRAO,TECNOLOGICA,NO
2014,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,URRAO,09/30/1989 12:00:00 AM,FEMENINO,SUROESTE,BETULIA,ESTRATO 1,NINGUNO,SI,TECNOLOGICO DE ANTIOQUIA,INGENIERIA AMBIENTAL,MEDELLIN,UNIVERSITARIA,SI
2014,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,TURBO,12/30/1981 12:00:00 AM,FEMENINO,URABA,TURBO,ESTRATO 1,NINGUNO,NO,TECNOLOGICO DE ANTIOQUIA,LIC. EN EDUCACION PREESCOLAR,TURBO,UNIVERSITARIA,SI
2013,2,MATRICULA,ANTIOQUIA,MEDELLIN,10/12/1995 12:00:00 AM,FEMENINO,MAGDALENA MEDIO,PUERTO BERRIO,ESTRATO 1,NINGUNO,NO,INSTITUCION EDUCATIVA ESCUELA NORMAL SUPERIOR DEL MAGDALENA MEDIO,CICLO COMPLEMENTARIO,PUERTO BERRIO,NORMALISTA,SI
